もちろん	もちろん	Definitely!	
購入	こうにゅう	purchase	
素麺	そうめん	fine white noodles	
是非共	ぜひとも	by all means (with sense of not taking "no" for an answer)	
冠詞	かんし	article	
尊敬語	そんけいご	honorific language	
錠剤	じょうざい	pill; lozenge; tablet	
皮膚	ひふ	skin	
塗る	ぬる	spread on; paint	
塗り薬	ぬりぐすり	liniment; ointment; salve	
残す	のこす	to leave; to reserve; to leave undone	
そろそろ	そろそろ	soon; quietly; it is about time to...	
物凄く	ものすごく	extremely	
確認	かくにん	confirmation	
否定形	ひていけい	negative form	
光栄	こうえい	honour; honor; glory; privilege	
街	まち	town; neighborhood; street	
優勝	ゆうしょう	victory; championship	
本州	ほんしゅう	Honshu (island)	
税金	ぜいきん	tax	
結果	けっか	result; outcome	
出社	しゅっしゃ	going to work (e.g. in the morning); coming to work	
掴む	つかむ	to grip; to grab; to catch hold of	
同情	どうじょう	sympathy; compassion	
後輩	こうはい	junior (at work or school)	
調査	ちょうさ	investigation; inquiry	
どちらでもいいです	どちらでもいいです	Both are fine	
奥様	おくさま	married woman; someone's wife	
復習	ふくしゅう	review; revision	
付く	づく	to become (a state, condition, etc.)	
酷い	ひどい	cruel; severe	
九州	きゅうしゅう	Kyushu (island)	
バイト	バイト	part-time job	
骨	ほね	bone; frame; spirit	
購入する	こうにゅうする	purchase	
詐欺	さぎ	swindle; con game	
理想	りそう	ideal	
景色	けしき	scenery; landscape	
栗鼠	りす	squirrel	
正しい	ただしい	correct; righteous; lawful	
我慢	がまん	patience; self-restraint	
秘密	ひみつ	secret; privacy	
情報	じょうほう	information	
お待ち遠様	おまちどおさま	I'm sorry to have kept you waiting	
付き合う	つきあう	associate with; keep company with; come along; go out (date)	
読んできてください	よんできてください	Read it before class	
連絡	れんらく	connection; communication	
視察	しさつ	inspection; observation	
販売	はんばい	sale; selling	
足りる	たりる	to be sufficient; to be enough	
孔雀	くじゃく, くざく	peafowl (peacock, female peahen,　young peachick)	
世話をする	せわをする	take care of someone	
職員室	しょくいんしつ	staff room	
お湯を沸かす	おゆをわかす	boil water	
表情	ひょうじょう	facial expression	
寝る	ねる	to sleep; to go to bed	
天麩羅	てんぷら	tempura; Japanese deep-fried breaded food	
さっき	さっき	some time ago; a little while ago	
除く	のぞく	to rid of; to exclude	
慣れる	なれる	"to get used to; to grow accustomed to; to become familiar with;
to become skilled in"	
～て居る	～ておる	humble version of 〜ている	
環境	かんきょう	environment; surroundings	
出来れば	できれば	if possible	
卵	たまご	egg	
怒る	おこる, いかる	get angry; scold	
世界	せかい	world	
鮫	さめ	shark	
行き成り	いきなり	all of a sudden; without warning	
処分	しょぶん	disposal; dealing (with a problem); punishment; putting down (e.g. animal)	
可能	かのう	possible; potential	
沈菜	キムチ	spicy Korean pickled cabbage; kimchi	
着物	きもの	clothes; kimono	
係の者	かかりのもの	person in charge	
中身	なかみ	content; interior	
支店	してん	branch (of a business, etc.)	
大勢	おおぜい	large numbers; a lot of (people)	
火傷する	やけどする	get burned	
やった	やった	hooray (lit: I or we did it); whee; hot dog!; you beaut; whacko; yowzer!; yes!	
喉が渇く	のどがかわく	(become) thirsty	
文句を言う	もんくをいう	complain	
体育	たいいく	physical training; physical education	
前夜	ぜんや	last night; the previous night	
実践	じっせん	practice; put into practice	
株	かぶ	stocks; shares; stump (of tree)	
両方	りょうほう	both	
生える	はえる	grow; spring up	
別荘	べっそう	villa; vacation home	
お腹が空く	おなかがすく	become hungry	
履歴書	りれきしょ	personal history; resume	
呼び出す	よびだす	call; page	
淹れる	いれる	make tea, coffee, etc.	
奨学金	しょうがくきん	scholarship; fellowship	
結構	けっこう	wonderful; quite; good enough	
失敗	しっぱい	failure; mistake	
黄色い	きいろい	yellow	
パンク	パンク	puncture	
久し振り	ひさしぶり	after a long time	
推薦状	すいせんじょう	letter of recommendation	
感情	かんじょう	emotion; feeling; feelings; sentiment	
診察する	しんさつする	to examine	
提供	ていきょう	offer; provide; program sponsoring;  furnishing; provisioning; supply	
粉薬	こなぐすり	powder medicine	
遣る	やる	do (informal); give; send; run (a store); perform	
目的	もくてき	purpose; goal; aim	
概念	がいねん	general idea; concept	
送別会	そうべつかい	farewell party	
億	おく	hundred million	
訂正	ていせい	correction; amendment	
居なくなる	いなくなる	disappear	
殴る	なぐる	to strike; to hit	
所で	ところで	by the way	
僕	ぼく	I (generally male)	
悪口を言う	わるくちをいう	make a derogatory remark; speak ill of	
日記	にっき	diary	
横断歩道	おうだんほどう	pedestrian crossing; crosswalk	
種	たね	seed	
入院する	にゅういんする	to be hospitalized	
喜び	よろこび	joy; happiness	
脱ぐ	ぬぐ	to take off (clothes, shoes, etc.)	
起こる	おこる	to occur; to happen	
玄米	げんまい	unpolished rice; unmilled rice; brown rice	
次発	じはつ	departing second	
面接	めんせつ	interview	
亡くす	なくす	lose something; lose someone	
産婦人科	さんふじんか	obstetrics and gynecology	
客	きゃく	visitor; customer	
運転免許	うんてんめんきょ	driver's license	
塩	しお	salt	
速達	そくたつ	special delivery; express mail	
認める	みとめる	to recognize; to observe; to notice; to admit	
居る	おる	be present; stay (humble)	
注射	ちゅうしゃ	injection; shot	
以下	いか	not exceeding; and downward; the below-mentioned; the following; the rest	
苛める	いじめる	to tease; to torment; to persecute	
自分で	じぶんで	(do something) by oneself	
びっくりする	びっくりする	to be surprised	
どちら	どちら	which (between two); which way	
丼	どんぶり	bowl of rice with food on top	
札幌	さっぽろ	Sapporo (city)	
足の骨を折りました	あしのほねをおりました	I broke my leg	
眼鏡	めがね	glasses; judgment	
退院	たいいん	discharge from a hospital	
空揚	からあげ	fried (e.g. potatoes, chicken)	
完璧	かんぺき	perfection; perfect	
大統領	だいとうりょう	president	
乗車券	じょうしゃけん	railway ticket; bus ticket	
人生	じんせい	human life; life	
初詣	はつもうで	one's first visit to a shrine in the New Year	
触る	さわる	touch; feel	
ご主人	ごしゅじん	(someone else's) husband	
在庫	ざいこ	inventory; stock; stockpile	
緊張	きんちょう	tension; mental strain; nervousness	
新鮮	しんせん	fresh	
誠に	まことに	indeed; truly; very	
納豆	なっとう	natto (fermented soybeans)	
初め	はじめ	beginning	
痒い	かゆい	itchy	
英語版	えいごばん	English version; non-Japanese version	
大阪	おおさか	Osaka (place name)	
チャーハン	チャーハン	Chinese-style fried rice	
初めて	はじめて	for the first time	
加える	くわえる	to add; to add up; to sum up; to append; to annex	
同僚	どうりょう	colleague; coworker	
怠い	だるい	sluggish; feel heavy; languid; dull	
改札	かいさつ	ticket gate	
霊	れい	soul; spirit; departed soul; ghost	
牛丼	ぎゅうどん	bowl of rice topped with beef	
じゃあ	じゃあ	well...	
病気	びょうき	illness	
海苔	のり	laver (edible seaweed)	
存じ	ぞんじ	knowing	
部下	ぶか	subordinate	
必ずしも	かならずしも	(not) always; (not) necessarily	
～名様	～めいさま	party of ... people	
最初	さいしょ	beginning; outset; first; onset	
能力	のうりょく	ability; capacity	
半ば	なかば	middle; halfway	
不味い	まずい	awful; troublesome; unappetizing	
痛い	いたい	painful	
太い	ふとい	thick; fat	
蹴る	ける	kick	
打つ	うつ	to hit; to strike	
金額	きんがく	amount of money; sum	
変える	かえる	change	
会議	かいぎ	conference; meeting	
初めは	はじめは	at first	
火傷	やけど	burn	
万年筆	まんねんひつ	fountain pen	
仰る	おっしゃる	to say; to speak; to tell (honorific)	
星	ほし	star; suspect (police slang)	
引っ越す	ひっこす	to move; to change quarters	
縫いぐるみ	ぬいぐるみ	stuffed animal	
下痢	げり	diarrhea	
扇子	せんす	paper fan	
咳	せき	cough	
せきが出る	せきがでる	to cough	
海老	エビ	lobster; shrimp	
春	はる	spring	
直ぐ	すぐ	at once; soon	
解釈	かいしゃく	interpretation; explanation	
帽子	ぼうし	hat; cap	
一杯	いっぱい	full; cupful; a lot of	
腰を掛ける	こしをかける	sit down	
鍋物	なべもの	stew; food cooked in a pot	
お祖父さん	おじいさん	grandfather	
遅くなる	おそくなる	become late	
合格	ごうかく	passing an examination; eligibility	
まさか	まさか	by no means; never!; well, I never!; you don't say!	
中	じゅう	throughout (a time period); during; all over	
十億	じゅうおく	billion	
文書	ぶんしょ, もんじょ	document; writing; letter; paperwork; note; records; archives	
国内	こくない	domestic; internal	
風が吹く	かぜがふく	wind blows	
値段	ねだん	price	
存じる	ぞんじる	think; know (humble form)	
松の木	まつのき	pine tree	
泊まる	とまる	stay overnight	
鞄	かばん	bag; handbag; briefcase	
ではまた	ではまた	see you later (used in casual correspondence and conversation); goodbye; sincerely	
指輪	ゆびわ	ring	
髪をとかす	かみをとかす	comb one's hair	
誘う	さそう,いざなう	to invite; to ask out	
出来るだけ	できるだけ	as much as possible	
無くなる	なくなる	to disappear; to run short; to get lost	
展覧会	てんらんかい	exhibition	
地下鉄	ちかてつ	subway	
賛成	さんせい	approval; agreement	
和食	わしょく	Japanese-style food	
品物	しなもの	goods; article; thing	
柔道	じゅうどう	judo	
二つ目の角を左に曲がる	ふたつめのかどをひだりにまがる	turn left at the second corner	
顔をする	かおをする	to look ... (facial expression)	
吃驚	びっくり, きっきょう	to be surprised; to be amazed; to be frightened; to be astonished; surprise	
頂ける	いただける	to receive (potential); to be pretty good; to be exquisite; to be approvable	
寮	りょう	dormitory; lodging house	
出会う	であう	to run into (someone); to meet (someone) by chance	
眺める	ながめる	to look out; to gaze	
最善	さいぜん	the very best	
切り替える	きりかえる	to change; to exchange; to convert; to renew; to throw a switch; to replace	
信号	しんごう	signal; traffic light	
野球場	やきゅうじょう	baseball stadium; baseball field	
発疹	はっしん, ほっしん	rash; eruption	
物足りない	ものたりない	unsatisfied; unsatisfactory	
迎える	むかえる	to welcome; to greet; to go out to meet	
お好み焼き	おこのみやき	savoury pancake with various ingredients	
美術館	びじゅつかん	art museum; art gallery	
警備員	けいびいん	guard	
可哀相	かわいそう	poor; pitiable	
お陰様で	おかげさまで	Thanks to God; thanks to you	
味噌汁	みそしる	miso soup	
昼寝をする	ひるねをする	take a nap	
溜める	ためる	store; collect	
内	うち	inside	
濡らす	ぬらす	wet; moisten	
広場	ひろば	(public) square; open space	
冷やし中華	ひやしちゅうか	chilled Chinese noodles	
全て	すべて	"everything; all; the whole
entirely; completely; wholly; all"	
犯人	はんにん	criminal; offender	
虎	とら	tiger (Panthera tigris); drunkard	
お疲れ様	おつかれさま	thank you; many thanks; much appreciated; that's enough for today	
お礼	おれい	thanks; reward; return present	
盗む	ぬすむ	steal; rob	
ダイエット	ダイエット	(go on a) diet	
猿	さる	monkey (esp. the Japanese macaque, Macaca fuscata); ape; non-human primate	
続く	つづく	continue; follow	
悲しい	かなしい	sad	
誕生日	たんじょうび	birthday	
合計	ごうけい	sum total	
浴びる	あびる	to take (a shower)	
宇宙人	うちゅうじん	alien; extraterrestrial	
骨折	こっせつ	fracture; broken bone	
上る	のぼる	go up	
標準語	ひょうじゅんご	standard language (of a country); standard Japanese	
に取って	にとって	to; for; concerning; as far as ... is concerned; regarding	
たこ焼き	たこやき	octopus dumplings	
雷	かみなり	thunder; lightning	
眠い	ねむい	sleepy	
兎に角	とにかく	anyhow; at any rate; anyway; somehow or other; generally speaking; in any case	
壁	かべ	wall; partition	
換える	かえる	exchange; convert	
九十	きゅうじゅう	ninety	
スイッチ	スイッチ	switch	
では	では	then; in that case; well then	
心臓	しんぞう	heart (organ)	
ビデオカメラ	ビデオカメラ	camcorder; video camera	
鵞鳥	がちょう	goose	
貼る	はる	stick; paste	
理解	りかい	understanding; comprehension	
大抵	たいてい	generally; mostly; usually	
昼	ひる	daytime; midday; noon	
耳鼻科	じびか	otolaryngology; ENT	
基本	きほん	basis; foundation	
お腹を壊す	おなかをこわす	have a stomachache/diarrhea	
褒める	ほめる	to praise; to commend	
若い	わかい	"young; youthful
immature; green
low (number); small"	
黒板	こくばん	blackboard	
結局	けっきょく	after all; finally	
封筒	ふうとう	envelope	
用事	ようじ	things to do; errand; business	
検札	けんさつ	ticket check	
羨ましい	うらやましい	envious; envy	
御尻	おしり	buttocks	
夫妻	ふさい	husband and wife; Mr. and Mrs.	
ホーム	ホーム	(train) platform	
歯医者	はいしゃ	dentist	
数分後	すうふんご	a few minutes later; after a few minutes	
蝋燭	ろうそく	candle	
答え	こたえ	response; reply; answer; solution	
北海道	ほっかいどう	Hokkaido prefecture (of the 道 kind) and northernmost of the main islands in Japan	
家賃	やちん	rent	
積もり	つもり	intention; purpose	
着替える	きがえる	to change one's clothes	
募集	ぼしゅう	recruiting; taking applications	
以上	いじょう	not less than; ... and more; ... and upwards	
種類	しゅるい	kind; species	
御存知	ごぞんじ	knowing (honorific); acquaintance	
今週末	こんしゅうまつ	this weekend	
蛇足	だそく	redundancy; superfluity; useless addition	
意訳	いやく	free translation; liberal translation	
続き	つづき	continuation; sequel	
片道	かたみち	one way	
十三分	じゅうさんぷん	thirteen minutes	
鉄拳	てっけん	fist	
昨夜	さくや, ゆうべ	last night; last evening	
詰まらない	つまらない	dull; uninteresting; boring; tedious	
気分が悪い	きぶんがわるい	feel sick	
幼稚園	ようちえん	kindergarten	
検出	けんしゅつ	detection; sense (e.g. sensor)	
数分	すうふん	several minutes; a few minutes	
判断	はんだん	judgment; decision	
教壇	きょうだん	platform	
治る	なおる	to be cured; to get well	
滝	たき	waterfall	
観光	かんこう	sightseeing	
代える	かえる	substitute; use in place of	
醤油	しょうゆ	soy sauce	
首	くび	neck; head	
くだけた言い方	くだけたいいかた	colloquial expression	
途中	とちゅう	on the way; midway; en route	
二十日	はつか	twenty days; the twentieth (day)	
順番	じゅんばん	(in) order; taking turns	
素晴らしいです	すばらしいです	That's great	
集まる	あつまる	to gather; to collect; to get together	
息子	むすこ	son	
大事	だいじ, おおごと	important; serious matter	
丁寧	ていねい	polite; courteous; careful	
宇宙	うちゅう	universe; space	
振り掛け	ふりかけ	dried food sprinkled over rice; fish flour	
怠け者	なまけもの	lazy person	
霧	きり	fog; mist	
福袋	ふくぶくろ	lucky-dip bag; grab bag	
別れる	わかれる	to be divided; to separate;	
正月	しょうがつ	New Year; New Year's Day; January	
えっと	えっと	let me see; well; errr ...	
一時半	いちじはん	one thirty	
弾く	ひく	play (guitar, piano)	
劇場	げきじょう	theater	
熱	ねつ	heat; fever	
午前	ごぜん	morning; a.m.	
返る	かえる	be restored to; return to	
沖縄	おきなわ	Okinawa (island)	
都庁	とちょう	Tokyo Government Office	
秒	びょう	second (interval of time)	
締める	しめる	tie; fasten	
特急	とっきゅう	super express; limited express (train)	
貯金	ちょきん	savings; deposit	
いや	いや	no (casual)	
計画を立てる	けいかくをたてる	make a plan	
感じ	かんじ	feeling; impression	
使う	つかう	to use	
こんな風	こんなふう	(in) this way	
事故	じこ	accident; incident	
塾	じゅく	cram school	
決める	きめる	to decide; to choose; to make up one's mind; to agree upon	
お握り	おにぎり	rice ball (often triangular, sometimes with a filling and wrapped in nori)	
無駄遣い	むだづかい	wasting money	
御座る	ござる	to be	
豆腐	とうふ	tofu	
予報	よほう	forecast; prediction	
お祖母さん	おばあさん	grandmother; female senior citizen	
参加	さんか	participation	
元旦	がんたん	New Year's Day	
舐める	なめる	lick; lap	
伺う	うかがう	ask; visit (humble)	
時間が掛る	じかんがかかる	take time	
弁護士	べんごし	lawyer; attorney	
お子さん	おこさん	(someone's) child (honorifc)	
頑張って	がんばって	hold on; go for it; keep at it; good luck; hang in there; do your best!	
就職	しゅうしょく	finding employment	
留守	るす	not at home	
煙草	たばこ	tobacco; cigarette	
下りる	おりる	go down; come down	
がっかりする	がっかりする	be disappointed	
餌	えさ	bait; feed	
シャツ	シャツ	shirt	
頭	あたま	head	
勝つ	かつ	to win	
方法	ほうほう	method; procedure	
頑張る	がんばる	persist; be tenacious	
スニーカー	スニーカー	sneakers	
成る	なる	to become	
親子丼	おやこどん	bowl of rice topped with chicken and eggs	
アイロンをかける	アイロンをかける	to iron clothes	
文章	ぶんしょう	sentence; writing; prose	
詳しい	くわしい	detailed; full; accurate; knowing very well	
～行目	～ぎょうめ	line number...	
伝える	つたえる	to convey; to report; to transmit; to communicate; to tell	
消費者	しょうひしゃ	consumer	
同じです	おなじです	Same thing	
象	ぞう	elephant	
今すぐ	いますぐ	right away	
娘さん	むすめさん	daughter; young woman	
美容院	びよういん	beauty shop	
記事	きじ	article; story	
終わる	おわる	to finish; to end; to close	
電池	でんち	battery	
続ける	つづける	to continue; to keep up; to keep on	
歯科	しか	dentistry	
謝る	あやまる	to apologize	
助ける	たすける	to help; to save	
茶	ちゃ	tea; light brown	
戻ってくる	もどってくる	come back	
団子	だんご	rice dumpling	
木	き	tree; wood	
ポスター	ポスター	poster	
致す	いたす	to do (humble)	
ジャーナリスト	ジャーナリスト	journalist	
的	てき	-like; typical	
貧乏	びんぼう	poverty; destitute; poor	
辞書	じしょ	dictionary	
茶碗	ちゃわん	tea cup; rice bowl	
手術する	しゅじゅつする	to have an operation	
大丈夫ですよ	だいじょうぶですよ	It's OK.	
宇宙飛行士	うちゅうひこうし	astronaut	
廊下	ろうか	hallway; corridor	
必ず	かならず	without fail; certainly	
男	おとこ	man; male	
気を悪くする	きをわるくする	to take offense (at); to take offence (at); to feel hurt (by)	
夫	おっと	husband	
給料	きゅうりょう	salary; pay	
失礼	しつれい	discourtesy; impoliteness; to be rude; to leave; Excuse me; Goodbye	
止める	とめる	to stop (a car); to turn off	
草	くさ	grass; weed	
取る	とる	to take; to pick up; to harvest; to earn; to choose; to steal; to take off (one's glasses, etc.)	
よろしくお伝えください	よろしくおつたえください	please give my best regards	
向こう	むこう	the other side; the other party; opponent	
空ける	あける	empty; clear out	
制服	せいふく	uniform	
取りあえず	とりあえず	at once; first of all; for the time being; for now	
高い	たかい	high; tall; expensive	
準備	じゅんび	preparation; setup; arrangements	
ご覧になる	ごらんになる	to see (honorific)	
飛行機	ひこうき	airplane	
撃墜	げきつい	shooting down (aircraft)	
有る	ある	exist; possess; there is/are (inanimate objects)	
無駄	むだ	no good; pointless	
半分	はんぶん	half	
習慣	しゅうかん	custom; habit	
ところで	ところで	by the way	
日毎に	ひごとに	daily	
屹度	きっと	surely, certainly; sternly	
欲しい	ほしい	want; desire	
借りる	かりる	to borrow; to rent	
もう一度言って下さい	もういちどいってください	Please say it again.	
下らない	くだらない	pointless; worthless; insignificant; good-for-nothing; stupid	
書類	しょるい	documents; papers	
誉める	ほめる	to praise	
原宿	はらじゅく	Harajuku (in Tokyo)	
今朝	けさ	this morning	
朝食	ちょうしょく	breakfast	
空気	くうき	air; atmosphere	
住所	じゅうしょ	address; one's dwelling	
振る	ふる	to wave; to shake; to brandish; to reject (someone)	
消費	しょうひ	consumption; spending	
～ていらっしゃる	～ていらっしゃる	honorific expression for 〜ている	
得意	とくい	one's forte; pride; customer	
どう致しまして	どういたしまして	you are welcome; don't mention it; not at all; my pleasure	
麺類	めんるい	noodles; vermicelli	
ペラペラ	ペラペラ	fluently	
専門家	せんもんか	specialist; expert	
世直し	よなおし	world reformation	
突然	とつぜん	abruptly; suddenly	
一つ目の信号を右に曲がる	ひとつめのしんごうをみぎにまがる	turn right at the first traffic light	
結構です	けっこうです	That would be fine.; That wouldn't be necessary.	
いらっしゃいませ	いらっしゃいませ	welcome (to our store)	
寂しい	さびしい,さみしい	lonely; desolate; sad	
去る	さる	to go away; to leave	
厭	いや	unfavorable; unpleasant; hateful	
素晴らしい	すばらしい	splendid; excellent	
手術	しゅじゅつ	surgical operation	
手袋	てぶくろ	gloves	
年賀状	ねんがじょう	New Year's card	
海豚	いるか	dolphin (or other small toothed whales, such as porpoises, belugas, etc.)	
座布団	ざぶとん	cushion	
黒木	くろき	Kuroki (family name)	
～てご座る	～てござる	humble version of です	
枯れる	かれる	wither; die	
大根	だいこん	daikon radish; oriental radish	
蚊	か	mosquito	
お守り	おまもり	charm; amulet	
相談	そうだん	consultation; discussion	
高速	こうそく	high speed	
諦める	あきらめる	to abandon; to give up	
狼	おおかみ	wolf (carnivore, Canis lupus)	
コート	コート	coat; jacket; (tennis) court	
番号	ばんごう	number; series of digits	
割引券	わりびきけん	discount coupon	
徹夜	てつや	staying up all night	
招待する	しょうたいする	to invite	
限る	かぎる	to restrict; to limit; to confine	
髪	かみ	hair; hairstyle	
ようこそ	ようこそ	welcome	
人気がある	にんきがある	be popular	
被る	かぶる	to wear (on head); to put on	
通る	とおる	to pass (by); go through	
外科	げか	surgery	
財布	さいふ	purse; wallet	
放っておく	ほっておく	leave (someone/something) alone; neglect	
要は	ようは	in a word; in short	
感謝	かんしゃ	gratitude; thanks	
靴下	くつした	socks; stockings	
謙譲語	けんじょうご	humble language (e.g. itadaku)	
引っ越し	ひっこし	moving; changing residence	
表現	ひょうげん	expression; presentation; representation; notation (Mathematics)	
すぐに	すぐに	instantly; immediately	
自由	じゆう	freedom; free	
列	れつ	row; line	
風	かぜ	wind	
背中がかゆいです	せなかがかゆいです	I have an itchy back	
良さげ	よさげ	good appearing; (of) good appearance	
怪我をする	けがをする	to get injured	
降りる	おりる	to get off; to land; to descend	
早い	はやい	early	
猪	いのしし	wild boar; hog	
道を渡る	みちをわたる	cross the street	
砂糖	さとう	sugar	
指	ゆび	finger; toe	
濡れる	ぬれる	to get wet	
試験	しけん	test; examination	
俳優	はいゆう	actor; actress	
子供	こども	child	
好む	このむ	to like; to be fond of	
元気でね	げんきでね	Take care of yourself.	
兼ねる	かねる	to serve or combine two functions; to find difficult (unpleasant, awkward, painful)	
例えば	たとえば	for example	
意外	いがい	unexpected; unforeseen	
手短	てみじか	short; brief	
繰り返す	くりかえす	to repeat; to do something over again	
鍵	かぎ	key; lock	
教室	きょうしつ	classroom	
活動	かつどう	activity, function	
更に	さらに	furthermore; still more	
蕎麦	そば	buckwheat noodles; soba	
到着	とうちゃく	arrival	
そうそう	そうそう	That's right.	
牛肉	ぎゅうにく	beef	
撮る	とる	take (pictures); shoot (film)	
饂飩	うどん	noodles; Japanese wheat noodles	
挨拶	あいさつ	greet; greeting	
警察官	けいさつかん	police officer	
出発	しゅっぱつ	departure	
謙遜	けんそん	humility; modesty	
やっと	やっと	at last; finally	
免許	めんきょ	license; permit	
来年	らいねん	next year	
八日	ようか	eight days; eighth day of the month	
物価	ぶっか	prices	
実際	じっさい	practicality; practical; reality	
古い	ふるい	old	
熊	くま	a bear	
整形外科	せいけいげか	orthopedics; reconstructive surgery	
知っています	しっています	I know	
持ってくる	もってくる	bring (something) along	
お金持ち	おかねもち	rich person	
飛び出す	とびだす	to jump out; to fly out; to dash out	
合う	あう	merge; fit; match; suit; unite	
お土産	おみやげ	souvenir	
忘れる	わすれる	to forget; to be forgetful of	
お願い	おねがい	please; favor	
