怠い	だるい,たるい	[adj.; us. kana] sluggish; languid; listless; heavy (heart, legs, etc.); dull // [us. kana; slang] bothersome; tiresome
説明	せつめい	[n.; suru; no-n.] explanation; exposition
野球場	やきゅうじょう	[n.] baseball ground; baseball stadium
仕舞う	しまう	[v5u.; vt.; us. kana] to finish; to stop; to end; to put an end to; to bring to a close // [us. kana] to close (a business, etc.); to close down; to shut down; to shut up // [us. kana] to put away; to put back; to keep; to store // [auxv.; v5u.; us. kana] to finish ...; to do ... completely
詰らない	つまらない	[adj.; us. kana] dull; uninteresting; boring; tedious // [us. kana] insignificant; unimportant; trifling; trivial; worthless // [us. kana] absurd; foolish; silly; stupid // [us. kana] useless; pointless; disappointing
遊ぶ	あそぶ,あすぶ	[v5bu.; vi.] to play; to enjoy oneself; to have a good time // [n.] to mess about (with alcohol, gambling, philandery, etc.) // [n.] to be idle; to do nothing; to be unused // [n.] to go to (for pleasure or for study) // [n.] to intentionally throw a ball to lower the batter's concentration
変わる	かわる	[v5ru.; vi.] to change; to be transformed; to be altered; to vary // [n.] to move to // [n.] to be different; to be uncommon; to be unusual
変える	かえる	[v1.; vt.] to change; to alter; to transform; to convert; to turn; to vary // [n.] to reform; to revise; to amend
降りる	おりる	[v1.; vi.] to descend (e.g. a mountain); to go down; to come down // [n.] to alight (e.g. from bus); to get off; to disembark; to dismount // [n.] to step down; to retire; to give up; to quit // [n.] to be granted; to be issued; to be given // [n.] to form (of frost, dew, mist, etc.) // [n.] to be passed (from the body; e.g. of a roundworm)
降る	ふる	[v5ru.; vi.] to precipitate; to fall (e.g. rain)
構う	かまう	[v5u.] to mind; to care about; to be concerned about // [us. kana] to care for; to look after // [n.] to prepare for // [n.] to interfere with; to meddle in // [n.] to tease
再起動	さいきどう	[n.; suru] restart; reboot
腐らす	くさらす	[v5su.; vt.] to spoil; to rot; to corrode
左折	させつ	[n.; suru] turning to the left; left turn
右折	うせつ	[n.; suru] turning to the right; right turn
作文	さくぶん	[n.; suru] writing (an essay, prose, etc.); composition // [n.] formal writing with little real meaning
下さる	くださる	[v5aru.; sonkeigo; us. kana] to give; to confer; to bestow // [sonkeigo; us. kana] to kindly do for one; to oblige; to favour; to favor
郵便局	ゆうびんきょく	[n.] post office
昼ご飯	ひるごはん	[n.] lunch; midday meal
お風呂に入る	おふろにはいる	[phrase; v5ru.] to take a bath
昼間	ひるま,ちゅうかん	[advn.; tempn.] daytime; during the day; time from sunrise until sunset; diurnal period
食堂	しょくどう	[n.] dining room; dining hall; cafeteria; messroom // [n.] restaurant; eatery; snack bar; diner
食堂	じきどう	[n.] dining hall (at a temple)
信じられない	しんじられない	[adj.] incredible; unbelievable; implausible
何時も	いつも	[adv.; n.; us. kana] always; usually; every time // [us. kana] never
度々	たびたび	[adv.; us. kana] often; again and again; over and over again; repeatedly; frequently
教室	きょうしつ	[n.] classroom // [n.] department; laboratory // [n.] single-room school; small school
に就いて	について	[phrase; us. kana] concerning; regarding // [us. kana] per (e.g. 100 yen per person); for every
毎晩	まいばん	[advn.; tempn.] every night
脱ぐ	ぬぐ	[v5gu.; vt.] to take off (clothes, shoes, etc.); to undress
静かに	しずかに	[adv.] calmly; quietly; gently; peacefully // [phrase] be quiet!
何処	どこ,いずこ,いずく,いづこ,いどこ	[pron.; no-n.; us. kana] where; what place // [n.] how much (long, far); what extent
他	た,ほか	[n.; no-n.] other (place, thing, person); the rest // [us. kana] outside; beyond // [advn.; us. kana] nothing except; nothing but; nothing apart from; nothing aside from; no choice (but to) // [n.] besides...; in addition to...
大き過ぎる	おおきすぎる	[v1.] to be oversized (overloud, etc.)
出会い	であい	[n.] meeting; rendezvous; encounter // [n.] confluence
御免	ごめん	[interj.; n.; us. kana] your pardon; declining (something); dismissal; permission
為さる	なさる	[v5aru.; vt.; sonkeigo; us. kana] to do
御免なさい	ごめんなさい	[phrase; us. kana] I beg your pardon; excuse me
うっかり	うっかり,ウッカリ	[adv.; suru; n.; ono.] carelessly; thoughtlessly; inadvertently
充電	じゅうでん	[n.; suru] charging (electrically) // [n.] electrification
充電器	じゅうでんき	[n.] (battery) charger
場所を取る	ばしょをとる	[phrase; v5ru.] to take up space; to occupy space
姉	あね	[n.; kenjougo] older sister; elder sister
結婚	けっこん	[n.; no-n.; suru] marriage
未だ	まだ,いまだ	[adv.; us. kana] as yet; hitherto; only; still // [us. kana] not yet (with negative verb) // [us. kana] more; besides // [adjn..; us. kana] unfinished; incomplete; not yet finished with
先週	せんしゅう	[advn.; tempn.] last week; the week before
生け花	いけばな,せいか	[n.] flower arrangement // [n.] fresh flowers
宿題	しゅくだい	[n.] homework
ご両親	ごりょうしん	[n.] your (honorable, honourable) parents
祖母	そぼ,ばば,おおば,おば,うば	[n.; no-n.] grandmother
お祖母さん	おばあさん,おばーさん,オバアサン,おバアさん,オバーサン,おバーさん	[n.; us. kana] grandmother // [us. kana] old woman; female senior citizen
祖父	そふ,じじ,じい,おおじ,おじ,そぶ	[n.; no-n.] grandfather // [n.] old man // [n.] kyogen mask used for the role of an old man
お祖父さん	おじいさん	[n.; us. kana] grandfather // [us. kana] male senior-citizen
毎週	まいしゅう	[advn.; tempn.] every week
二回	にかい	[n.; no-n.] twice
時々	ときどき	[adv.; n.; no-n.] sometimes; at times
散歩	さんぽ	[n.; suru] walk; stroll
今週	こんしゅう	[advn.; tempn.] this week
姉ちゃん	ねえちゃん	[n.] elder sister; girl
お姉ちゃん	おねえちゃん	[n.; fam.] familiar form of "older sister" // [fam.] form of address for young adult female
お祖父ちゃん	おじいちゃん	[n.; coll.; us. kana] grandpa; granddad
祖父ちゃん	じいちゃん	[n.; fam.; us. kana] grandfather (may be used after name as honorific) // [us. kana] male senior-citizen (may be used after name as honorific)
とにかく		[adv.; us. kana] anyhow; at any rate; anyway; somehow or other; generally speaking; in any case; at least
李	すもも,スモモ	[n.; us. kana] Japanese plum (Prunus salicina); Chinese plum
南アメリカ	みなみアメリカ	[n.] South America
頭が痛い	あたまがいたい	[phrase; adj.] having a headache // [n.] racking one's brains; troubling over something
毎朝	まいあさ,まいちょう	[advn.; tempn.] every morning
面白い	おもしろい	[adj.] interesting; fascinating; intriguing; enthralling // [n.] amusing; funny; comical // [n.] pleasant; enjoyable; agreeable; fun
語の意味	ごのいみ	[phrase; n.] meaning of a word
辞書	じしょ	[n.] dictionary; lexicon // [arch.] letter of resignation
免許	めんきょ	[n.; suru] license; permit; licence; certificate
学校へ通う	がっこうへかよう	[phrase; v5u.] to attend school
結婚式	けっこんしき	[n.] marriage ceremony; wedding; nuptials
下見	したみ	[n.; suru] preview; preliminary inspection // [n.] preparatory reading; preparation for a lesson; rehearsal // [n.] siding (on a house); clapboard; weatherboard
蒸し暑い	むしあつい	[adj.] humid; sultry
絶対に	ぜったいに	[adv.] absolutely; unconditionally; never (with neg. verb)
気が変わる	きがかわる	[phrase; v5ru.] to change one's mind
気に入る	きにいる	[phrase; v5ru.] to be pleased with; to suit
楽	らく	[adjn..; n.; sufn.] comfort; ease // [n.; abbr.] raku pottery
人気者	にんきもの	[n.] popular person; favorite; favourite
恥ずかしがる	はずかしがる	[v5ru.] to be shy of; to be bashful; to be abashed; to blush
やる気	やるき	[n.] willingness (e.g. to do something); eagerness; motivation; inspiration; determination; high aspirations
お顔	おかお	[n.] your (honorable) face (honourable)
顔が広い	かおがひろい	[phrase] well connected; well known; having a large, diverse circle of acquaintances
飛び越える	とびこえる	[v1.; vt.] to jump over; to clear; to walk over (someone)
行き成り	いきなり,ゆきなり	[adv.; no-n.; us. kana] abruptly; suddenly; all of a sudden; without warning
走り出す	はしりだす	[v5su.] to begin to run; to start running; to break into a run
何となく	なんとなく,なにとなく	[adv.; us. kana] somehow or other; for some reason or another; vaguely
可哀相	かわいそう	[adjn..; n.; us. kana] poor; pitiable; pathetic; pitiful
暇	ひま,いとま,ヒマ	[adjn..; n.] spare time; free time; leisure // [n.] time (e.g. time it takes to do something) // [adjn..; n.] time off; day off; vacation; holiday; leave // [n.] quitting (one's job); firing someone; divorcing (one's spouse) // [adjn..] (of one's time) free; (of one's business) slow // [n.] leaving; departing
四国	しこく	[n.] Shikoku (smallest of the four main islands of Japan)
答え	こたえ,いらえ	[n.] answer; reply; response; solution
平仮名	ひらがな	[n.; us. kana] hiragana; cursive Japanese syllabary used primarily for native Japanese words (esp. function words, inflections, etc.)
彼女	かのじょ	[pron.] she; her // [no-n.] her // [n.] girlfriend; sweetheart
子供	こども	[n.] child; children
喫茶店	きっさてん,きっちゃてん	[n.] coffee shop; tearoom; coffee lounge; coffeehouse; cafe
地理	ちり	[n.] geography
昨夜	ゆうべ,ゆう,さくや	[advn.; tempn.] evening // [n.] last night
寿司屋	すしや	[n.] sushi shop; sushi restaurant
直ぐ	すぐ	[adjn..; adv.; n.; us. kana] immediately; at once; directly // [n.] soon; before long; shortly // [n.] easily; without difficulty // [n.] right (near); nearby; just (handy)
紅茶	こうちゃ	[n.] black tea
小鳥	ことり	[n.] small bird; songbird // [child] birdie; dickeybird; dickybird
疲れる	つかれる	[v1.; vi.] to get tired; to tire // [n.] to be worn out (e.g. of well used objects) // [arch.] to starve
可愛い	かわいい,かわゆい,カワイイ,カワイい	[adj.; us. kana] cute; adorable; charming; lovely; pretty // [us. kana] dear; precious; darling; pet // [us. kana] cute little; tiny
夕べ	ゆうべ,ゆう,さくや	[advn.; tempn.] evening // [n.] last night
きっと	きっと,キッと	[adv.; us. kana; ono.] surely; undoubtedly; almost certainly; most likely (e.g. 90 percent) // [us. kana; ono.] sternly; severely // [us. kana; ono.] having no slack; rigid; stiff; tight // [us. kana; ono.; arch.] suddenly; abruptly; instantly
両方とも	りょうほうとも	[advn.] the two; both
暑さ	あつさ	[n.] heat (of the weather); hotness
涼しい	すずしい	[adj.] cool; refreshing // [n.] clear (e.g. eyes); bright // [n.] clear; distinct // [n.] composed (facial expression); unruffled; unconcerned // [arch.] pure; upright; innocent
お子さん	おこさん	[n.; sonkeigo] child
一日中	いちにちじゅう,いちにちぢゅう	[n.; advn.] all day long; all the day; throughout the day
あまりにも		[adv.; us. kana] too much; excessive; too
冷蔵庫	れいぞうこ	[n.] refrigerator
もう直ぐ	もうすぐ	[phrase; us. kana] very soon
海外	かいがい	[n.; no-n.] foreign; abroad; overseas
子供の頃	こどものころ	[phrase; no-n.] as a child; when one was a child; childhood
ご注文	ごちゅうもん	[n.; suru] order; request
取り敢えず	とりあえず	[adv.; us. kana] at once; first of all; for the time being; for now
お願い	おねがい	[n.; suru; teineigo] request; wish // [interj.; abbr.] please
畏まる	かしこまる	[v5ru.; vi.; us. kana] to obey respectfully; to humble oneself; to sit straight (upright, respectfully, attentively)
飲み物	のみもの	[n.] drink; beverage
お水	おみず	[n.] (a cup of) water // [adjn..] racy; titillating; sexy; suggestive
茄子	なす,なすび,ナス,ナスビ	[n.; us. kana] eggplant (Solanum melongena); aubergine
片仮名	かたかな,カタカナ	[n.; us. kana] katakana; angular Japanese syllabary used primarily for loanwords
読み方	よみかた	[n.] way of reading; how to read
どう致しまして	どういたしまして	[interj.; us. kana] you are welcome; don't mention it; not at all; my pleasure
一番目	いちばんめ	[n.] the first
煙草を止める	タバコをやめる,たばこをやめる	[phrase; v1.; us. kana] to give up smoking; to stop smoking
御座る	ござる	[v4ru.; vi.; teineigo; arch.; abbr.; us. kana] to be
洗濯物	せんたくもの	[n.] laundry; the washing
嫌い	きらい	[adjn..; n.] dislike; hate // [n.; us. kana] suspicion; tendency; smack (of) // [us. kana] distinction; discrimination
時間を空ける	じかんをあける	[phrase; v1.] to make oneself available (free)
暗い	くらい	[adj.] dark; gloomy // [n.] dark (in colour); dull // [n.] depressed; dispirited // [n.] sorrowful; bitter (as in a dark past) // [n.] unclear; unfamiliar; unknown
楽しみにする	たのしみにする	[phrase; vsuruirr.] to look forward to something
日本料理	にほんりょうり	[n.] Japanese cooking
送別	そうべつ	[n.; suru; no-n.] farewell; send-off
一度も	いちども	[adv.] never; not even once
登る	のぼる	[v5ru.; vi.] to ascend; to go up; to climb // [n.] to ascend (as a natural process, e.g. the sun); to rise // [n.] to go to (the capital) // [n.] to be promoted // [n.] to add up to // [n.] to advance (in price) // [n.] to swim up (a river); to sail up // [n.] to come up (on the agenda)
太る	ふとる	[v5ru.; vi.] to grow fat (stout, plump); to become fat; to gain weight
水をやる	みずをやる	[phrase; v5ru.] to water (a plant, a flower etc.)
お神籤	おみくじ	[n.; us. kana] fortune slip (usu. bought at a shrine)
風邪	かぜ,ふうじゃ	[n.] common cold; cold; influenza; flu; ague
風邪を引く	かぜをひく	[phrase; v5ku.] to catch a cold
降り出す	ふりだす	[v5su.; vi.] to begin to rain; to begin to snow
泣き出す	なきだす	[v5su.; vi.] to burst into tears; to burst out crying; to begin to cry; to be moved to tears
笑い出す	わらいだす	[v5su.] to burst into laughter
子供達	こどもたち	[n.] children
父親	ちちおや	[n.] father
怒り出す	おこりだす,いかりだす	[v5su.] to fly into a rage; to lose one's temper; to flare up; to break out
動き出す	うごきだす	[v5su.] to come alive; to get going; to start to move
嘘をつく	うそをつく	[phrase; v5ku.] to tell a lie; to fib
食べ始める	たべはじめる	[v1.] to start eating
結構	けっこう	[adjn..; advn.; n.] splendid; nice; wonderful; delicious; sweet // [adjn..] sufficient; fine (in the sense of "I'm fine"); (by implication) no thank you // [n.] well enough; OK; tolerable // [adv.] quite; reasonably; fairly; tolerably // [n.; arch.] construction; architecture
階段を上る	かいだんをのぼる	[phrase; v5ru.] to go up the stairs
歯	は	[n.] tooth
下手	へた	[adjn..; n.] unskillful; poor; awkward // [n.] imprudent; untactful
お過ごし	おすごし	[phrase; sonkeigo] getting along
松の木	まつのき	[n.] pine tree
薔薇	ばら,しょうび,そうび,バラ	[n.; us. kana] rose
急ぎ	いそぎ	[n.; no-n.] haste; hurry; expedition; speed; dispatch
花見	はなみ	[n.; suru] cherry blossom viewing; flower viewing
取っておく	とっておく	[phrase; v5ku.; vt.] to set aside; to keep in reserve; to hold on to
増え続ける	ふえつづける	[v1.] to continue to increase; to continue to mount
電話を掛ける	でんわをかける	[phrase; v1.] to telephone; to make a phone call
歩き続ける	あるきつづける	[v1.] to keep walking
鍵	かぎ,カギ	[n.] key // [n.] lock
鍵	けん	[n.] key (of a piano, etc.)
財布	さいふ	[n.] purse; handbag; wallet
連れる	つれる	[v1.] to lead; to take (a person)
連れていく	つれていく,つれてゆく	[v5iku.] to take someone (of lower status) along
交番	こうばん	[n.; suru] police box; small neighborhood police station // [n.; n./prenv.] alternation; alternating (e.g. current)
お巡りさん	おまわりさん	[n.; fam.; us. kana] police officer
欲しがる	ほしがる	[v5ru.; vt.] to desire; to want; to wish for; to covet
電話番号	でんわばんごう	[n.] telephone number
入場	にゅうじょう	[n.; suru] entrance; admission; entering
そろそろ	そろそろ,ソロソロ,そろっと,ソロっと,ソロッと	[adv.; to-adv.; ono.] slowly; quietly; steadily; gradually; gingerly // [adv.; ono.] soon; momentarily; before long; any time now
失礼します	しつれいします	[phrase] excuse me
痩せる	やせる	[v1.; vi.] to become thin; to lose weight; to reduce (one's) weight; to slim // [n.] to be barren; to be infertile; to be sterile
格好いい	かっこいい,かっこういい,カッコイイ,カッコいい	[yoi-adj.; us. kana] attractive; good-looking; stylish; cool; smooth; neat; with-it; groovy
切符	きっぷ	[n.] ticket
鉛筆	えんぴつ,エンピツ	[n.] pencil
御陰	おかげ	[n.; us. kana] grace (of God); benevolence (of Buddha); blessing // [us. kana] assistance; help; aid // [us. kana] effects; influence
お陰で	おかげで	[phrase; us. kana] thanks to ...; owing to ...; because of ...
久しぶり	ひさしぶり	[adjn..; no-n.] a long time (since the last time); it's been a while (since I last saw, mailed, etc., you)
煩い	うるさい,ウルサイ	[adj.; us. kana] noisy; loud // [us. kana] annoying; troublesome; tiresome; persistent; importunate // [us. kana] fussy; finicky; picky; particular; nagging; fastidious; bossy // [interj.; us. kana] shut up!; be quiet!
煩い	わずらい	[n.] worry; agony; vexation // [n.] illness; sickness
聞こえる	きこえる	[v1.; vi.] to be heard; to be audible // [n.] to be said to be; to be reputed
有り得ない	ありえない	[adj.; us. kana] impossible; unlikely; improbable
何度か	なんどか	[adv.] several times; once or twice
結婚式場	けっこんしきじょう	[n.] wedding hall; marriage hall; wedding place; wedding location
心臓が止まる	しんぞうがとまる	[phrase; v5ru.] to have one's heart stop beating // [n.] to be shocked; to be staggered
喉が乾く	のどがかわく	[phrase; v5ku.] to be thirsty
コツを掴む	こつをつかむ,コツをつかむ	[phrase; v5mu.; us. kana] to get the hang of; to learn the secret to
願ってもない	ねがってもない	[phrase; adj.] best one could ask for; just what one wants; welcome (news); heaven-sent
暑さ寒さも彼岸まで	あつささむさもひがんまで	[phrase; idiom.] No heat or cold lasts over the equinox
少々	しょうしょう	[advn.; n.] just a minute; small quantity
大分	だいぶ,だいぶん	[adv.; us. kana] considerably; greatly; a lot
日本語能力試験	にほんごのうりょくしけん	[n.] Japanese Language Proficiency Test; JLPT
扠置く	さておく	[v5ku.; vt.; us. kana] to set aside
実際は	じっさいは	[phrase; adv.] in fact; actually; to tell the truth
間違う	まちがう	[v5u.] to make a mistake; to be incorrect; to be mistaken
訳ではない	わけではない	[phrase; us. kana] it does not mean that ...; I don't mean that ...; it is not the case that...
すらも		[phrase] even; if only; if just; as long as; the only thing needed
間違える	まちがえる	[v1.; vt.] to make a mistake (in); to commit an error (e.g. in calculation) // [n.] to confuse; to mistake something for something else
明らかになる	あきらかになる	[phrase; v5ru.] to become clear // [n.] to be made public
留学	りゅうがく	[n.; suru] studying abroad (usu. at university level)
お好み焼き	おこのみやき	[n.] okonomiyaki; savoury pancake containing meat or seafood and vegetables
消しゴム	けしゴム	[n.] eraser; India rubber
持ってくる	もってくる	[phrase; vkuru.] to bring
変	へん	[adjn..; n.] strange; odd; peculiar; weird; curious; queer; eccentric; funny; suspicious; fishy // [n.] unexpected // [n.] change // [n.] incident; disturbance; disaster; accident // [prefn.] flat
手が空く	てがあく,てがすく	[phrase; v5ku.] to be free; to be available
何回も	なんかいも	[adv.; no-n.] time and time again; many times; a number of times
お腹が空く	おなかがすく	[phrase; v5ku.] to become hungry; to get an empty stomach
生徒	せいと	[n.; no-n.] pupil
待たせる	またせる	[v1.; vt.] to keep (a person) waiting
待たす	またす	[v5su.] to keep (a person) waiting
廊下	ろうか	[n.] corridor; hallway; passageway
立たす	たたす	[v5su.; vi.; arch.] to help a person stand; to get someone to their feet; to raise; to rouse
帽子	ぼうし	[n.] hat; cap
きっかけ	きっかけ,キッカケ	[n.; us. kana] chance; start; cue; excuse; motive; impetus; occasion
今夜	こんや	[advn.; tempn.] this evening; tonight
繰り返す	くりかえす	[v5su.; vt.; vi.] to repeat; to do something over again
お弁当	おべんとう	[n.] bento (Japanese box lunch)
教師	きょうし	[n.; no-n.] teacher (classroom)
尋ねる	たずねる	[v1.; vt.] to ask; to enquire; to inquire // [n.] to search; to look for; to look into; to investigate
実は	じつは	[phrase; adv.] as a matter of fact; by the way; to tell you the truth; to be honest; frankly
ご迷惑	ごめいわく	[n.; adjn..] trouble; bother; annoyance
角	かど	[n.] corner (e.g. desk, pavement) // [n.] edge
向こう	むこう	[n.] opposite side; other side; opposite direction // [n.] over there; that way; far away; beyond // [n.] the other party; the other person // [n.] future (starting now)
方面	ほうめん	[n.; sufn.] direction; district; area // [n.] field (e.g. of study)
売り切れる	うりきれる	[v1.; vi.] to be sold out
韓国人	かんこくじん	[n.] South Korean person
女っぽい	おんなっぽい	[adj.] womanly; feminine; womanish; effeminate
油	あぶら	[n.] oil
油っぽい	あぶらっぽい	[adj.] greasy; fatty; oily
子供っぽい	こどもっぽい	[adj.] childish; child-like; immature; infantile
黒っぽい	くろっぽい	[adj.] dark; blackish
皆様	みなさま	[n.; sonkeigo] everyone
午前中	ごぜんちゅう	[n.] this morning; in the morning; throughout the morning
話し	はなし	[n.] story; tale
注意	ちゅうい	[n.; suru] caution; being careful; attention (heed); warning; advice
仰る	おっしゃる	[v5aru.; vt.; us. kana; sonkeigo] to say; to speak; to tell; to talk
牛乳	ぎゅうにゅう	[n.] (cow's) milk
水っぽい	みずっぽい	[adj.] watery; soggy // [n.] racy; titillating; sexy; suggestive
混む	こむ	[v5mu.; vi.] to be crowded; to be packed // [n.] to be complex // [auxv.] to go into; to put into; to remain (seated); to be plunged into (silence); to do thoroughly // [n.] to do intently // [n.] to continue in the same state
なかなか		[adv.; adjn..; us. kana] very; considerably; easily; readily; fairly; quite; highly; rather // [adv.; us. kana] by no means (with negative verb); not readily // [n.] middle; half-way point // [no-n.; us. kana] excellent; wonderful; very good
成るべく	なるべく	[adv.; us. kana] as much as possible; wherever practicable
中へ入る	なかへはいる	[phrase; v5ru.] to go (come) inside; to step into; to enter
からこそ		[phrase] precisely because
しかる		[v5ru.; vt.; us. kana] to scold
凄い	すごい,スゴイ,スゴい	[adj.; us. kana] terrible; dreadful // [us. kana] amazing (e.g. of strength); great (e.g. of skills); wonderful; terrific // [us. kana] to a great extent; vast (in numbers)
疲れた	つかれた	[n./prenv.] worn-out (as opposed to sleepy)
真逆	まさか	[interj.; us. kana] by no means; never!; well, I never!; you don't say!; certainly (not) // [n.; no-n.; us. kana] something unexpected; emergency // [n.; us. kana; arch.] currently; for the time being; presently; for now // [adv.; no-n.; us. kana; obscure] indeed; really; truly; unexpectedly
話が違う	はなしがちがう	[phrase; v5u.] that's not what you said (before); that's not what was promised
果物	くだもの,かぶつ	[n.] fruit
不味い	まずい,マズイ,マズい	[adj.; us. kana] unappetising; unappetizing; unpleasant (taste, appearance, situation) // [n.] unskillful; unskilful; bungling; clumsy // [n.] ugly; homely; plain; unattractive // [n.] awkward; untimely; inopportune; unfavorable; unwise
拙い	つたない,まずい	[adj.; us. kana] poor-quality; shoddy; crude // [n.] unskillful; inexpert; maladroit; inept; foolish; clumsy // [n.] unlucky
だらけ		[sufn.] implying (negatively) that something is full of (e.g. mistakes) // [n.] covered all over (e.g. with blood)
塗れ	まみれ,まぶれ	[sufn.; us. kana] covered with; stained; smeared
汗まみれ	あせまみれ	[no-n.; adv.] sweaty; sweat-drenched; covered in sweat
尽くめ	ずくめ,づくめ	[suffix; us. kana] entire; complete; unqualified; without exception
黒ずくめ	くろずくめ	[n.] completely black; black from top to bottom; black from head to toe
祭り	まつり	[n.] festival; feast
喧嘩	けんか,ケンカ	[n.; suru] quarrel; brawl; fight; squabble; scuffle; argument
甘い	あまい	[adj.] sweet-tasting; sweet; sugary; sugared // [n.] fragrant (smelling); sweet (music) // [n.] lightly salted; light in salt; not spicy // [n.] naive; overly optimistic; soft on; generous; indulgent; easy-going; lenient // [n.] half-hearted; not finished properly // [n.] insufficient; not satisfactory; inadequate; loose // [n.] mild // [n.] tempting; enticing; luring
甘い	うまい	[adj.; us. kana] skillful; skilful; clever; expert; wise; successful // [us. kana] delicious; appetizing; appetising; tasty // [us. kana] fortunate; splendid; promising
成る程	なるほど,ナルホド	[phrase; adv.; us. kana] I see; That's right!; Indeed
気づく	きづく	[v5ku.; vi.] to notice; to recognize; to recognise; to become aware of; to perceive; to realize; to realise
はっきり	はっきり,ハッキリ	[adv.; to-adv.; ono.] clearly; plainly; distinctly // [suru] to be clear; to be definite; to be certain; to be exact; to become clear; to clear up
一晩	ひとばん	[advn.; tempn.] one night; one evening // [n.] all night; overnight
友達申請	ともだちしんせい	[n.; suru] friend request (e.g. on a social network)
子供らしい	こどもらしい	[adj.] childish; child-like; innocent; naive
大賛成	だいさんせい	[n.] complete agreement
